elevation,soil_depth,clay_content,annual_rainfall,distance_to_river,ndvi_score,month,risk_score
1040.0,39.0,27.2,1672.0,39.2,0.2,4,97.2
840.0,273.0,31.0,1229.0,15.2,0.33,9,49.2
736.0,106.0,52.7,2038.0,46.4,0.27,3,60.6
1019.0,149.0,50.8,1632.0,40.0,0.8,10,37.1
524.0,230.0,9.9,1338.0,38.8,0.79,9,61.0
136.0,232.0,13.0,511.0,46.5,0.68,1,55.3
356.0,206.0,58.8,251.0,7.8,0.13,1,61.8
1052.0,248.0,31.0,1843.0,22.7,0.49,6,52.4
295.0,249.0,52.8,692.0,39.2,0.15,6,66.6
713.0,142.0,15.1,874.0,33.1,0.3,4,89.2
1144.0,218.0,52.6,1849.0,1.2,0.43,11,6.8
680.0,159.0,9.7,844.0,36.9,0.56,10,72.3
579.0,42.0,61.1,2465.0,5.8,0.66,9,49.4
1049.0,210.0,26.8,2262.0,27.3,0.78,7,44.5
738.0,11.0,47.0,1571.0,9.0,0.3,12,52.0
734.0,249.0,43.5,2273.0,48.9,0.76,8,27.7
878.0,129.0,15.1,1171.0,42.4,0.49,10,81.5
645.0,275.0,38.3,2396.0,6.9,0.52,12,28.0
622.0,48.0,41.3,1383.0,47.6,0.51,7,84.0
124.0,292.0,9.1,1554.0,46.8,0.41,11,32.5
669.0,88.0,24.8,1850.0,11.7,0.76,11,38.8
646.0,104.0,43.0,1067.0,26.3,0.35,9,55.6
151.0,179.0,38.0,1648.0,28.1,0.57,6,31.0
825.0,58.0,37.9,962.0,13.3,0.75,4,85.2
973.0,266.0,10.3,903.0,30.9,0.58,3,90.3
897.0,96.0,14.5,1419.0,30.2,0.25,9,100.0
492.0,266.0,26.0,1122.0,10.2,0.14,8,49.2
876.0,183.0,55.8,437.0,27.7,0.68,9,82.8
766.0,282.0,11.0,2105.0,39.8,0.73,4,58.3
281.0,227.0,19.5,2182.0,37.2,0.58,5,43.1
430.0,218.0,58.1,1766.0,3.9,0.11,9,0.0
66.0,15.0,46.1,2021.0,20.0,0.7,11,14.4
620.0,116.0,51.2,557.0,10.1,0.44,1,57.3
1095.0,273.0,32.4,615.0,29.8,0.15,11,87.0
518.0,58.0,34.1,242.0,29.8,0.8,8,98.8
964.0,139.0,37.2,774.0,33.8,0.76,10,81.1
663.0,28.0,29.6,497.0,43.0,0.68,2,100.0
1133.0,277.0,48.4,1436.0,20.0,0.35,2,43.5
597.0,44.0,39.3,1907.0,12.0,0.19,6,76.7
1098.0,82.0,39.3,1385.0,45.5,0.71,1,89.6
754.0,291.0,59.7,2353.0,45.6,0.42,1,42.1
1114.0,52.0,31.3,493.0,27.7,0.45,9,100.0
454.0,181.0,41.2,358.0,34.2,0.2,12,77.8
1161.0,182.0,29.8,939.0,19.7,0.49,1,76.1
352.0,286.0,69.2,2129.0,25.3,0.41,2,30.6
357.0,204.0,25.9,1454.0,43.2,0.44,9,35.8
576.0,213.0,29.9,2187.0,48.7,0.46,4,49.4
1197.0,31.0,56.2,362.0,7.4,0.54,7,100.0
126.0,52.0,64.1,1706.0,37.8,0.51,5,37.5
810.0,298.0,39.1,2070.0,16.7,0.38,11,35.6
1029.0,32.0,60.0,2307.0,37.6,0.49,4,100.0
63.0,80.0,18.6,528.0,49.4,0.42,9,62.8
1181.0,291.0,29.7,2002.0,31.3,0.15,4,78.0
1187.0,20.0,5.8,1974.0,9.2,0.47,2,96.0
727.0,230.0,60.5,386.0,33.1,0.72,2,61.4
1048.0,58.0,30.9,331.0,12.8,0.31,9,96.3
1167.0,294.0,47.5,543.0,13.5,0.24,9,41.0
307.0,187.0,53.8,2299.0,9.0,0.44,1,32.1
850.0,115.0,69.5,1828.0,14.2,0.2,11,30.6
697.0,45.0,34.5,2168.0,10.6,0.61,12,70.4
620.0,202.0,14.5,1891.0,41.5,0.13,1,73.9
67.0,17.0,45.3,249.0,15.4,0.62,10,61.9
875.0,31.0,6.3,1145.0,11.1,0.61,10,98.1
645.0,288.0,46.8,1186.0,9.6,0.41,1,34.1
771.0,203.0,23.0,784.0,29.6,0.43,2,66.5
881.0,71.0,25.1,933.0,0.9,0.1,10,67.5
996.0,141.0,43.3,1953.0,48.4,0.8,2,51.7
770.0,69.0,27.9,2353.0,8.5,0.77,7,43.0
1069.0,221.0,8.5,2199.0,8.5,0.33,1,50.8
918.0,294.0,56.9,1124.0,25.7,0.55,5,64.7
424.0,243.0,37.5,1107.0,3.9,0.52,10,13.6
606.0,213.0,17.8,1855.0,4.9,0.66,9,8.2
817.0,146.0,13.5,295.0,14.2,0.7,8,96.0
1113.0,221.0,27.2,527.0,3.3,0.71,3,59.4
927.0,21.0,56.2,1785.0,19.3,0.11,4,85.1
1153.0,245.0,8.5,425.0,6.1,0.57,8,82.9
324.0,268.0,7.8,536.0,42.2,0.67,6,72.3
49.0,88.0,53.6,804.0,14.2,0.69,11,22.2
590.0,221.0,12.8,1067.0,5.7,0.47,5,63.1
1031.0,121.0,21.8,1966.0,23.2,0.79,10,60.5
267.0,235.0,64.3,2188.0,39.2,0.36,3,40.7
18.0,79.0,13.4,751.0,8.2,0.25,3,76.0
1164.0,197.0,9.3,1188.0,23.2,0.55,2,100.0
13.0,251.0,48.0,2307.0,8.0,0.71,6,0.0
816.0,160.0,7.9,539.0,12.4,0.54,3,100.0
947.0,94.0,54.3,286.0,24.0,0.76,5,100.0
74.0,79.0,9.8,815.0,10.3,0.34,4,73.6
508.0,153.0,58.3,2053.0,36.9,0.66,10,41.2
294.0,111.0,40.9,2362.0,46.4,0.39,5,56.3
450.0,41.0,66.0,1655.0,31.2,0.72,8,65.0
623.0,93.0,5.1,2218.0,40.8,0.2,4,98.7
531.0,52.0,15.5,783.0,8.3,0.62,8,78.3
461.0,285.0,39.1,253.0,32.3,0.21,3,74.9
107.0,229.0,32.6,698.0,48.1,0.64,4,53.8
1015.0,80.0,19.9,418.0,32.0,0.12,8,100.0
230.0,145.0,24.7,575.0,47.9,0.27,12,76.4
911.0,129.0,41.1,1058.0,13.4,0.44,2,54.3
374.0,183.0,43.8,639.0,26.2,0.31,4,72.2
433.0,192.0,13.3,568.0,18.0,0.49,12,67.3
1190.0,192.0,9.6,1308.0,30.8,0.58,3,100.0
598.0,148.0,48.1,1617.0,6.8,0.75,2,32.8
867.0,69.0,52.7,1874.0,28.1,0.21,11,61.5
1100.0,245.0,35.4,269.0,25.7,0.3,7,85.2
271.0,207.0,56.1,538.0,15.3,0.33,2,28.1
1030.0,157.0,19.9,658.0,29.3,0.74,5,100.0
74.0,147.0,50.8,2422.0,5.8,0.73,6,7.2
943.0,36.0,59.1,467.0,11.4,0.57,1,98.6
1165.0,97.0,52.7,1733.0,11.2,0.55,11,45.5
634.0,297.0,40.9,450.0,20.3,0.54,8,66.6
1005.0,109.0,44.4,2482.0,9.0,0.8,8,35.5
268.0,114.0,22.2,1159.0,11.1,0.21,12,46.0
620.0,249.0,56.5,1960.0,21.3,0.38,6,27.5
820.0,275.0,68.7,479.0,35.8,0.16,11,84.0
859.0,290.0,46.3,355.0,9.5,0.64,8,53.9
440.0,213.0,65.7,2391.0,9.3,0.62,7,3.8
498.0,63.0,48.8,1369.0,49.3,0.76,7,56.0
625.0,238.0,7.2,1562.0,33.9,0.51,7,57.3
1091.0,88.0,10.6,1235.0,28.5,0.39,5,100.0
977.0,266.0,40.6,696.0,25.3,0.55,7,65.7
72.0,68.0,19.4,1976.0,7.9,0.14,2,42.3
483.0,287.0,66.2,748.0,36.3,0.17,6,61.5
1106.0,278.0,15.8,2313.0,16.8,0.77,3,43.7
484.0,65.0,41.5,1287.0,35.0,0.5,10,57.9
323.0,105.0,50.3,794.0,48.0,0.65,10,48.3
442.0,183.0,19.2,1756.0,19.1,0.21,2,41.9
833.0,141.0,44.0,632.0,27.1,0.2,9,81.8
348.0,123.0,26.9,613.0,6.6,0.12,11,64.8
1107.0,13.0,23.8,655.0,5.2,0.73,11,92.1
322.0,132.0,61.6,227.0,43.7,0.6,8,70.8
608.0,106.0,9.5,935.0,3.7,0.17,4,87.5
7.0,71.0,67.4,1223.0,15.2,0.41,7,40.7
1160.0,131.0,41.4,1378.0,16.2,0.73,4,66.0
354.0,282.0,61.9,1525.0,42.5,0.77,2,26.4
474.0,31.0,19.1,230.0,27.6,0.35,2,100.0
123.0,220.0,67.8,2399.0,34.4,0.55,6,6.1
111.0,238.0,21.8,1528.0,25.5,0.37,5,29.3
71.0,275.0,44.6,2216.0,23.7,0.39,3,16.4
289.0,209.0,42.5,686.0,24.1,0.78,7,41.1
63.0,300.0,29.4,2370.0,18.5,0.79,4,8.5
184.0,77.0,63.6,2102.0,13.2,0.22,7,17.4
1186.0,100.0,41.0,1717.0,49.0,0.68,6,55.2
723.0,206.0,61.6,1491.0,25.3,0.57,5,56.4
287.0,148.0,67.9,235.0,3.0,0.74,7,49.4
1139.0,101.0,36.6,1337.0,29.7,0.47,9,69.0
1004.0,214.0,52.3,1542.0,33.7,0.35,8,47.8
894.0,24.0,22.3,860.0,31.1,0.75,3,100.0
852.0,54.0,21.9,1693.0,46.5,0.74,2,73.2
904.0,241.0,55.1,357.0,31.4,0.29,9,72.0
73.0,218.0,12.8,601.0,20.4,0.47,9,54.4
588.0,77.0,10.7,2463.0,3.8,0.24,7,65.3
963.0,27.0,16.0,926.0,47.9,0.6,8,100.0
358.0,89.0,58.3,1944.0,46.6,0.76,9,36.4
33.0,233.0,21.1,262.0,10.4,0.42,5,43.5
1066.0,112.0,17.9,2429.0,24.7,0.67,9,51.6
920.0,158.0,42.6,787.0,42.4,0.13,12,91.3
109.0,294.0,62.7,394.0,34.8,0.4,7,51.7
806.0,58.0,28.3,2208.0,18.9,0.11,6,82.9
333.0,20.0,9.8,270.0,38.7,0.51,5,100.0
1096.0,92.0,63.4,1259.0,14.0,0.25,2,63.6
1085.0,195.0,36.6,349.0,7.9,0.56,3,100.0
369.0,198.0,25.3,1101.0,43.4,0.58,3,70.1
573.0,228.0,44.3,1221.0,45.8,0.5,12,57.9
850.0,138.0,69.6,1465.0,37.6,0.77,10,61.2
941.0,211.0,16.9,842.0,1.7,0.76,9,35.8
307.0,204.0,8.6,694.0,38.9,0.23,2,68.7
989.0,288.0,18.0,976.0,11.5,0.24,4,67.8
522.0,246.0,13.5,1455.0,47.5,0.45,1,68.4
519.0,204.0,58.4,911.0,40.9,0.63,9,41.5
778.0,270.0,16.0,1232.0,47.7,0.77,9,41.5
1022.0,251.0,44.7,1635.0,35.9,0.34,5,61.7
865.0,78.0,69.9,2237.0,35.6,0.63,10,48.0
114.0,69.0,47.3,2226.0,20.3,0.28,4,42.5
843.0,207.0,28.3,732.0,47.3,0.79,3,92.6
101.0,275.0,61.2,1895.0,33.4,0.11,3,22.5
161.0,82.0,50.4,1649.0,39.4,0.5,11,21.0
324.0,217.0,41.8,1454.0,27.2,0.8,1,38.6
1107.0,232.0,43.9,957.0,4.5,0.16,12,49.3
529.0,162.0,59.8,2247.0,10.4,0.19,2,49.9
819.0,15.0,56.0,1110.0,27.6,0.38,4,100.0
599.0,126.0,61.4,1049.0,20.2,0.68,7,63.4
503.0,121.0,19.2,1194.0,48.2,0.34,3,78.0
490.0,171.0,44.4,858.0,36.2,0.61,8,55.4
746.0,57.0,38.0,684.0,21.9,0.33,11,88.1
254.0,30.0,13.9,1514.0,12.5,0.35,6,74.5
360.0,35.0,22.7,1829.0,16.8,0.37,6,57.2
1044.0,163.0,37.2,903.0,36.7,0.49,10,80.6
334.0,250.0,62.4,1088.0,42.0,0.23,11,26.2
138.0,119.0,6.2,607.0,5.2,0.7,7,50.4
370.0,143.0,11.8,2190.0,11.4,0.29,2,49.5
357.0,276.0,48.7,670.0,31.4,0.15,1,56.5
667.0,291.0,27.0,2398.0,44.8,0.2,11,31.8
557.0,274.0,9.1,874.0,20.0,0.37,11,48.2
659.0,15.0,46.9,367.0,44.3,0.74,11,90.5
963.0,255.0,58.1,736.0,18.0,0.13,10,59.4
277.0,159.0,52.5,1105.0,33.8,0.22,2,48.8
647.0,152.0,11.7,1969.0,7.1,0.44,10,44.2
663.0,67.0,53.9,1853.0,36.1,0.38,5,70.8
10.0,144.0,29.6,1559.0,3.2,0.51,12,0.0
113.0,11.0,60.5,1987.0,30.7,0.64,1,40.4
1173.0,201.0,20.4,2433.0,27.3,0.28,4,57.7
409.0,12.0,69.9,459.0,37.7,0.62,3,97.7
78.0,12.0,18.9,311.0,39.5,0.73,7,82.6
606.0,32.0,40.8,519.0,34.7,0.23,7,100.0
649.0,263.0,53.5,1100.0,47.4,0.45,6,42.3
372.0,69.0,23.8,2363.0,9.0,0.44,1,46.8
759.0,185.0,8.8,2498.0,10.1,0.46,10,50.3
55.0,47.0,60.3,1262.0,37.1,0.17,3,90.7
1181.0,262.0,7.0,1501.0,6.1,0.8,11,40.4
222.0,244.0,40.8,418.0,48.1,0.7,5,63.3
537.0,126.0,43.6,649.0,22.0,0.25,10,69.0
330.0,44.0,53.6,1090.0,13.4,0.35,5,73.2
64.0,221.0,8.6,1563.0,20.3,0.57,11,14.7
556.0,130.0,53.9,2254.0,19.4,0.48,9,18.7
604.0,255.0,25.9,502.0,42.0,0.5,9,64.2
928.0,101.0,50.5,840.0,0.5,0.72,4,47.5
690.0,75.0,39.2,1626.0,9.6,0.36,7,51.6
253.0,123.0,57.8,1902.0,18.2,0.57,6,13.8
101.0,174.0,9.6,1519.0,38.3,0.69,11,30.2
979.0,264.0,42.1,1408.0,27.2,0.3,1,53.7
16.0,159.0,56.6,1921.0,9.3,0.58,1,11.5
1121.0,163.0,47.7,1932.0,28.5,0.2,10,50.0
737.0,72.0,16.4,2111.0,18.0,0.68,8,52.5
573.0,151.0,57.0,1538.0,27.1,0.46,8,43.8
404.0,242.0,68.3,1468.0,27.1,0.17,8,48.0
609.0,137.0,12.9,1406.0,4.2,0.63,4,73.6
718.0,127.0,28.5,2421.0,5.1,0.61,5,44.7
742.0,133.0,34.3,720.0,18.0,0.74,9,50.7
1081.0,257.0,61.0,1040.0,16.4,0.17,8,61.6
920.0,28.0,16.1,1653.0,19.8,0.24,8,88.0
783.0,174.0,12.8,1082.0,24.3,0.7,4,94.1
55.0,71.0,46.7,527.0,28.8,0.75,8,53.5
1064.0,76.0,14.5,1525.0,34.3,0.42,8,99.5
772.0,17.0,50.4,2383.0,21.2,0.21,12,73.6
1096.0,250.0,7.1,1400.0,16.2,0.72,6,70.8
73.0,110.0,15.0,2079.0,31.1,0.77,5,36.9
172.0,75.0,12.4,2240.0,49.6,0.46,6,66.8
26.0,192.0,42.6,2461.0,9.5,0.21,6,3.0
280.0,172.0,55.8,1337.0,40.9,0.25,1,48.6
101.0,105.0,15.9,1368.0,31.1,0.11,8,60.0
336.0,126.0,38.6,1846.0,2.0,0.23,7,30.1
1051.0,42.0,56.1,1160.0,12.6,0.2,3,95.6
548.0,222.0,51.3,631.0,31.9,0.15,10,61.5
888.0,103.0,35.0,549.0,16.5,0.46,3,96.8
829.0,258.0,55.6,1710.0,37.5,0.42,6,42.2
820.0,56.0,57.8,838.0,25.5,0.65,12,81.7
695.0,292.0,47.6,344.0,23.6,0.17,8,85.7
7.0,276.0,29.3,1165.0,15.2,0.43,7,17.6
832.0,177.0,32.5,202.0,44.9,0.59,12,100.0
959.0,24.0,62.8,1447.0,39.5,0.48,3,100.0
452.0,216.0,28.7,393.0,49.7,0.41,8,66.0
1097.0,123.0,57.0,2137.0,4.7,0.12,10,27.9
126.0,225.0,14.0,463.0,16.5,0.31,6,54.2
906.0,59.0,8.7,753.0,25.7,0.31,3,100.0
1165.0,261.0,40.6,381.0,3.3,0.11,10,53.6
986.0,139.0,55.3,1147.0,30.8,0.24,4,86.1
671.0,244.0,40.4,1045.0,8.8,0.78,4,46.4
29.0,254.0,46.2,1975.0,24.8,0.74,6,12.5
212.0,230.0,29.0,1418.0,9.8,0.71,10,13.0
342.0,204.0,12.5,597.0,43.0,0.34,7,72.1
592.0,206.0,61.3,2018.0,17.9,0.58,5,26.6
431.0,278.0,15.5,1724.0,12.3,0.65,5,28.4
584.0,171.0,30.9,1103.0,49.3,0.27,1,67.3
949.0,92.0,62.6,908.0,11.2,0.34,8,77.2
729.0,27.0,52.8,356.0,41.8,0.28,4,100.0
1081.0,239.0,19.7,371.0,45.1,0.61,6,92.0
965.0,24.0,57.0,1185.0,23.2,0.1,12,100.0
80.0,279.0,36.0,1270.0,11.9,0.44,6,22.9
852.0,73.0,18.0,932.0,6.3,0.66,6,81.4
992.0,75.0,69.6,1196.0,28.6,0.21,6,89.9
1079.0,147.0,37.7,1950.0,32.3,0.41,12,76.1
1167.0,143.0,63.3,1819.0,42.1,0.6,7,56.0
169.0,56.0,46.6,2405.0,39.1,0.73,7,30.6
1111.0,134.0,22.5,1221.0,25.4,0.25,2,82.9
181.0,66.0,25.0,1079.0,20.7,0.15,10,60.8
787.0,170.0,38.9,828.0,17.8,0.52,5,62.8
864.0,96.0,20.3,1021.0,48.2,0.16,6,99.3
534.0,278.0,52.8,2311.0,32.7,0.49,4,50.0
488.0,135.0,39.9,1698.0,29.5,0.35,4,58.2
927.0,190.0,27.6,651.0,37.3,0.26,7,92.5
71.0,163.0,30.8,586.0,24.6,0.44,10,50.4
297.0,260.0,12.3,2335.0,45.4,0.71,3,54.0
275.0,275.0,69.9,1216.0,24.9,0.45,1,47.6
166.0,116.0,38.3,2441.0,47.7,0.78,2,25.2
476.0,64.0,32.1,2380.0,23.5,0.37,4,72.7
94.0,115.0,32.3,1912.0,43.1,0.45,1,31.0
734.0,159.0,67.7,1601.0,12.5,0.78,9,18.3
304.0,296.0,68.0,1554.0,36.0,0.52,12,25.7
758.0,240.0,37.8,837.0,20.6,0.64,6,49.3
263.0,42.0,46.1,2176.0,35.4,0.39,12,69.2
745.0,24.0,52.8,519.0,37.0,0.71,5,97.3
552.0,165.0,36.3,1259.0,2.2,0.15,2,62.9
719.0,36.0,30.7,1193.0,47.5,0.17,6,100.0
653.0,229.0,11.7,2181.0,48.4,0.13,3,86.0
661.0,195.0,54.9,351.0,18.7,0.39,9,66.6
1190.0,190.0,38.4,1593.0,43.2,0.78,9,58.5
31.0,90.0,52.7,1224.0,41.9,0.19,5,70.1
32.0,101.0,52.4,2354.0,32.7,0.59,6,25.9
207.0,278.0,24.0,1615.0,13.4,0.65,1,15.2
547.0,249.0,32.4,581.0,29.5,0.13,10,63.2
713.0,109.0,64.2,982.0,34.5,0.58,11,51.9
1006.0,62.0,28.2,1278.0,18.6,0.74,1,70.7
387.0,293.0,38.9,2012.0,5.1,0.75,2,11.2
363.0,216.0,30.3,840.0,33.3,0.33,11,39.9
409.0,278.0,32.8,1748.0,19.5,0.43,10,9.9
854.0,248.0,33.4,373.0,1.2,0.47,5,67.7
742.0,90.0,58.9,1770.0,0.8,0.33,12,34.2
190.0,241.0,44.2,284.0,27.2,0.62,12,37.4
242.0,221.0,36.2,1412.0,14.9,0.52,12,26.3
980.0,273.0,6.4,1227.0,44.7,0.14,5,100.0
196.0,120.0,21.9,1701.0,33.7,0.2,3,52.4
211.0,176.0,65.7,1244.0,42.7,0.64,6,57.3
99.0,153.0,41.4,1213.0,36.7,0.69,5,47.9
948.0,96.0,8.4,2474.0,1.9,0.78,1,58.4
254.0,227.0,51.4,1727.0,34.2,0.21,8,21.5
689.0,222.0,23.3,1632.0,27.7,0.57,11,24.6
262.0,271.0,52.3,2119.0,45.4,0.17,6,31.1
179.0,160.0,31.4,1583.0,41.4,0.55,7,24.5
906.0,92.0,21.5,792.0,13.2,0.53,12,88.8
904.0,174.0,55.0,2260.0,44.9,0.14,2,75.6
738.0,102.0,25.3,1284.0,36.3,0.19,6,85.8
455.0,68.0,29.7,238.0,42.4,0.53,11,78.2
555.0,261.0,24.0,2103.0,44.1,0.63,2,33.6
24.0,176.0,33.2,1953.0,10.8,0.66,8,15.5
1059.0,23.0,44.5,1182.0,45.6,0.22,8,100.0
1083.0,226.0,37.8,756.0,5.3,0.52,7,58.2
790.0,228.0,8.3,566.0,25.8,0.76,9,70.6
248.0,248.0,67.9,637.0,1.6,0.43,4,33.9
15.0,92.0,24.2,436.0,9.9,0.15,12,69.1
582.0,134.0,32.9,2146.0,8.4,0.16,8,62.2
299.0,176.0,65.2,2370.0,24.9,0.75,9,24.3
1138.0,148.0,46.9,2197.0,38.6,0.64,3,66.1
768.0,96.0,40.5,1659.0,45.2,0.42,11,43.9
860.0,44.0,9.9,1770.0,32.6,0.64,6,100.0
864.0,160.0,27.4,1281.0,43.1,0.3,5,97.4
752.0,35.0,28.2,2458.0,2.8,0.27,12,63.9
355.0,129.0,44.6,653.0,3.1,0.38,3,48.3
1048.0,44.0,37.2,1498.0,43.9,0.42,8,100.0
873.0,87.0,32.7,1453.0,8.7,0.32,5,88.2
421.0,184.0,42.5,2300.0,5.7,0.14,2,41.6
1094.0,124.0,25.7,1154.0,5.7,0.65,4,72.2
558.0,132.0,25.8,1847.0,32.1,0.26,12,64.0
118.0,232.0,14.4,1968.0,37.1,0.59,2,31.2
478.0,72.0,57.7,1961.0,30.8,0.15,7,52.8
1185.0,188.0,55.9,1504.0,32.9,0.17,7,77.9
1013.0,133.0,69.8,1066.0,18.6,0.68,11,50.7
1071.0,263.0,29.5,424.0,18.5,0.66,3,86.2
144.0,21.0,29.2,515.0,35.9,0.47,12,92.4
781.0,154.0,35.7,2014.0,35.5,0.56,4,66.5
610.0,116.0,48.4,2309.0,47.3,0.68,6,47.7
1162.0,73.0,57.0,1307.0,18.9,0.56,8,58.2
678.0,100.0,8.1,1355.0,23.4,0.71,6,91.6
994.0,50.0,60.5,425.0,34.6,0.79,4,100.0
906.0,146.0,68.8,2248.0,8.1,0.77,11,37.8
695.0,113.0,23.9,1982.0,21.0,0.14,1,74.3
1174.0,17.0,59.8,949.0,18.5,0.56,11,74.3
294.0,143.0,30.8,1789.0,17.2,0.31,11,30.7
565.0,155.0,5.1,2344.0,24.4,0.55,10,55.8
544.0,54.0,53.6,1072.0,47.6,0.48,6,72.0
904.0,44.0,55.9,221.0,21.1,0.55,1,100.0
639.0,208.0,42.3,919.0,45.8,0.66,2,47.0
961.0,267.0,36.8,713.0,8.3,0.51,5,71.0
863.0,220.0,49.7,1148.0,18.5,0.35,2,39.9
1119.0,185.0,43.0,1229.0,17.3,0.38,11,49.1
87.0,161.0,26.6,729.0,36.5,0.15,1,77.4
1005.0,161.0,38.3,627.0,36.1,0.74,8,95.1
789.0,199.0,59.9,1297.0,39.9,0.11,12,82.4
1025.0,69.0,31.1,1988.0,37.9,0.76,7,78.7
394.0,182.0,63.9,2434.0,30.9,0.33,4,51.2
938.0,48.0,7.0,544.0,42.1,0.27,12,100.0
325.0,254.0,38.4,1590.0,1.6,0.2,8,14.3
951.0,49.0,33.1,1467.0,16.6,0.54,10,87.2
34.0,271.0,43.5,2344.0,20.3,0.23,12,10.9
1089.0,197.0,53.2,705.0,38.8,0.23,10,68.5
955.0,54.0,50.2,345.0,1.4,0.6,1,67.3
157.0,87.0,24.7,2281.0,26.5,0.67,6,43.4
771.0,189.0,40.5,391.0,38.9,0.49,5,99.5
152.0,16.0,13.5,2133.0,25.1,0.38,8,67.6
336.0,278.0,46.2,2419.0,11.5,0.43,6,15.0
919.0,232.0,21.9,1815.0,7.7,0.34,9,26.7
255.0,23.0,67.6,604.0,21.9,0.13,8,100.0
566.0,274.0,58.6,2013.0,20.2,0.39,9,26.6
167.0,118.0,61.6,813.0,42.1,0.46,12,35.6
988.0,123.0,44.9,1570.0,42.1,0.61,10,51.7
563.0,259.0,29.6,1637.0,27.2,0.4,3,48.8
208.0,295.0,28.6,2324.0,27.0,0.43,3,44.6
174.0,67.0,13.8,202.0,23.0,0.14,12,99.1
567.0,191.0,69.7,1098.0,49.3,0.12,2,75.1
256.0,206.0,49.3,1180.0,33.9,0.56,1,33.8
296.0,27.0,21.6,2127.0,1.8,0.26,1,42.5
669.0,65.0,61.5,359.0,18.0,0.24,5,97.1
439.0,160.0,39.3,1831.0,34.8,0.12,10,52.3
1133.0,44.0,67.5,533.0,6.6,0.13,6,100.0
714.0,160.0,22.3,1519.0,31.4,0.2,9,52.9
311.0,240.0,16.9,1559.0,25.4,0.69,1,35.3
885.0,142.0,31.4,1753.0,45.9,0.36,8,77.1
770.0,75.0,13.8,1175.0,46.2,0.41,3,100.0
708.0,81.0,66.4,2300.0,32.4,0.77,8,56.2
1023.0,183.0,21.6,2125.0,40.5,0.61,11,61.2
320.0,232.0,67.1,1160.0,5.2,0.1,11,27.3
913.0,227.0,60.7,1921.0,25.6,0.26,2,48.6
65.0,31.0,24.4,306.0,10.0,0.61,10,58.4
758.0,28.0,34.0,1434.0,34.0,0.78,4,100.0
26.0,117.0,40.6,252.0,32.2,0.47,7,55.7
28.0,248.0,40.5,1375.0,39.4,0.31,9,9.7
521.0,284.0,40.3,1369.0,47.7,0.1,6,63.9
531.0,178.0,30.4,251.0,48.9,0.59,2,94.6
339.0,169.0,24.0,1343.0,19.3,0.63,6,44.7
796.0,31.0,63.4,2439.0,6.6,0.69,12,58.6
872.0,208.0,27.6,1177.0,4.5,0.55,5,48.7
585.0,186.0,42.0,1596.0,14.3,0.22,11,25.5
1125.0,27.0,13.8,2473.0,14.6,0.47,7,92.1
144.0,11.0,57.0,1943.0,27.9,0.64,3,47.5
123.0,220.0,11.7,905.0,12.5,0.79,9,19.5
359.0,95.0,33.7,1703.0,16.7,0.2,2,45.4
24.0,282.0,57.1,2498.0,10.8,0.32,10,0.0
81.0,76.0,60.8,2337.0,31.9,0.77,8,25.3
945.0,178.0,66.5,1330.0,3.0,0.27,3,53.6
524.0,220.0,54.3,266.0,39.3,0.42,12,69.0
954.0,273.0,48.8,1348.0,22.2,0.53,2,49.7
791.0,198.0,7.6,1013.0,5.4,0.68,8,74.5
742.0,214.0,13.5,2011.0,39.9,0.16,5,80.4
113.0,35.0,61.0,740.0,9.6,0.33,3,68.0
1128.0,53.0,59.3,1780.0,30.9,0.35,4,85.9
232.0,264.0,68.9,528.0,40.5,0.37,7,49.0
799.0,178.0,36.0,445.0,37.1,0.52,10,80.4
905.0,25.0,58.1,2321.0,27.1,0.74,5,82.8
329.0,95.0,64.9,716.0,47.2,0.27,12,70.6
140.0,77.0,8.7,2053.0,48.3,0.57,5,72.2
1074.0,64.0,6.6,1019.0,18.0,0.75,1,96.5
768.0,168.0,46.4,2071.0,3.9,0.32,8,28.2
880.0,237.0,6.9,2471.0,38.3,0.69,1,64.6
578.0,134.0,53.3,2070.0,13.4,0.68,11,15.0
733.0,29.0,9.7,1279.0,5.6,0.4,1,92.1
426.0,111.0,58.3,207.0,5.3,0.58,10,49.4
418.0,118.0,14.5,2055.0,45.3,0.24,2,72.8
706.0,294.0,61.5,2207.0,11.3,0.36,12,24.9
712.0,131.0,45.1,354.0,14.1,0.26,3,77.3
351.0,273.0,61.6,799.0,21.4,0.16,8,62.4
1129.0,229.0,67.3,1104.0,42.7,0.43,2,60.2
533.0,43.0,33.7,2209.0,46.0,0.73,4,83.7
702.0,167.0,66.3,933.0,9.6,0.45,8,51.4
1071.0,283.0,39.8,646.0,45.2,0.65,1,74.8
303.0,155.0,51.7,841.0,35.6,0.35,7,52.5
964.0,200.0,33.0,1021.0,9.8,0.73,7,69.4
471.0,59.0,40.1,1650.0,43.4,0.5,9,41.8
822.0,273.0,34.4,1576.0,48.1,0.32,5,71.8
50.0,142.0,50.7,2092.0,32.9,0.27,7,18.4
1.0,258.0,9.5,1370.0,5.6,0.31,11,27.2
804.0,137.0,43.5,2024.0,15.5,0.65,3,52.9
300.0,186.0,47.7,554.0,2.2,0.6,6,34.9
275.0,188.0,60.0,2084.0,1.9,0.68,3,16.6
1145.0,81.0,62.2,2082.0,11.7,0.41,11,49.2
