soil_type,soil_ph,avg_temperature,rainfall_7day,humidity,month,elevation,state,best_crop
3,8.5,19.1,20.4,23.9,1,99.0,9,7
3,7.3,40.8,191.8,48.5,5,1048.0,9,0
0,6.7,31.1,135.3,53.7,3,73.0,0,12
1,6.7,40.9,41.0,71.6,12,37.0,8,1
2,7.4,36.4,186.4,42.5,12,725.0,4,0
2,7.5,33.4,102.6,62.6,3,1495.0,5,12
3,5.0,12.6,160.5,43.7,3,107.0,1,12
3,5.3,28.8,181.0,88.0,8,780.0,9,12
3,6.5,40.4,154.9,93.8,9,857.0,4,4
0,6.1,11.0,49.5,25.9,7,19.0,5,11
2,7.8,28.0,44.6,72.5,9,1374.0,3,10
2,4.6,24.1,21.0,76.5,5,740.0,0,5
0,8.3,39.9,130.8,67.8,10,1310.0,8,4
2,8.4,39.0,167.8,55.7,11,1325.0,2,0
2,6.4,40.1,166.6,65.2,8,1451.0,4,0
2,5.8,16.9,45.4,48.6,3,798.0,6,1
0,4.5,39.3,12.7,82.7,5,156.0,8,13
3,6.2,23.6,39.0,82.0,12,780.0,6,8
0,6.6,18.9,6.5,73.1,4,830.0,0,14
3,6.5,34.5,76.2,70.3,8,403.0,1,0
0,5.5,13.8,94.2,64.8,11,437.0,7,5
2,7.0,27.0,135.2,57.3,4,944.0,4,3
3,5.3,33.4,36.1,57.5,8,1352.0,8,14
1,6.1,35.2,174.6,74.2,5,1015.0,6,12
3,7.4,14.0,138.1,84.0,8,12.0,6,1
1,5.7,21.0,25.9,72.1,9,1057.0,1,5
3,6.6,12.9,2.7,34.5,5,1105.0,6,11
3,6.2,32.5,18.8,87.6,7,868.0,4,14
0,8.3,23.0,62.5,47.0,9,433.0,0,7
3,5.8,35.8,163.1,80.4,6,126.0,4,0
2,4.7,37.7,87.1,92.1,4,67.0,8,12
2,5.3,24.6,85.1,39.9,1,498.0,6,4
1,7.7,13.3,183.7,34.5,2,682.0,4,11
1,6.3,20.7,120.4,81.0,9,450.0,3,4
2,8.3,12.0,189.0,70.2,1,1180.0,3,4
2,5.3,30.5,154.6,45.9,10,1073.0,4,4
3,7.6,39.6,122.4,52.3,1,73.0,5,4
2,7.7,31.7,23.8,69.4,10,1005.0,7,14
2,7.3,32.0,165.3,58.1,12,62.0,6,0
0,6.3,13.1,86.8,22.9,6,422.0,2,7
0,8.3,13.2,60.0,63.5,10,979.0,3,1
1,5.4,36.1,38.3,64.4,2,1184.0,6,4
3,5.0,22.6,23.5,37.8,5,532.0,7,14
3,6.9,29.7,38.2,90.8,7,397.0,1,7
2,7.4,12.7,74.6,33.1,2,137.0,2,12
3,6.9,27.5,168.6,20.4,4,810.0,2,12
2,8.4,32.0,5.9,21.4,7,318.0,0,0
0,7.2,27.6,96.9,46.8,3,517.0,4,12
0,5.5,34.2,43.5,30.3,3,1404.0,0,13
3,7.1,33.6,123.5,86.8,9,589.0,6,0
0,6.8,34.7,84.8,20.8,1,29.0,2,4
3,4.6,34.4,94.8,56.6,12,1363.0,4,0
1,6.7,40.8,50.0,27.5,1,469.0,6,4
3,6.6,20.9,124.8,53.4,2,279.0,1,4
1,7.5,25.2,29.0,85.1,8,700.0,5,5
3,7.6,39.4,148.3,24.3,3,620.0,1,12
1,8.3,25.2,105.0,80.0,2,337.0,4,12
3,5.0,14.1,83.9,39.5,8,1087.0,9,0
3,4.6,35.3,99.3,47.8,8,172.0,9,0
3,7.2,14.1,53.5,56.0,7,734.0,1,1
1,6.2,28.3,80.6,64.8,12,1241.0,5,7
1,6.0,29.1,150.5,88.1,12,1443.0,7,4
3,8.3,18.9,199.2,73.0,12,485.0,9,5
2,4.8,22.6,113.9,67.4,8,813.0,5,0
0,5.1,22.4,7.9,45.8,2,1247.0,5,10
3,6.0,24.8,77.1,84.8,12,749.0,6,1
0,6.3,25.8,34.7,61.8,6,859.0,7,8
1,7.7,20.7,61.0,64.3,6,309.0,1,7
2,6.5,34.4,7.9,93.1,7,1139.0,5,0
0,6.7,40.9,25.1,80.8,10,300.0,5,14
3,7.6,34.3,107.6,60.9,2,955.0,6,4
0,5.6,24.1,45.6,68.1,3,142.0,2,5
2,5.8,29.6,60.2,87.4,2,491.0,4,4
0,5.3,33.4,128.8,78.8,6,1075.0,9,13
2,7.4,37.4,143.6,45.0,9,426.0,4,4
2,7.7,13.6,120.9,91.7,7,1417.0,2,0
2,7.4,17.5,64.1,30.7,7,375.0,9,0
1,6.4,12.5,159.5,30.1,3,386.0,3,12
2,6.1,25.9,78.9,56.8,11,1154.0,8,10
3,7.4,22.5,92.8,86.4,7,1349.0,8,12
1,5.8,37.4,176.3,39.6,4,573.0,2,12
0,6.4,12.5,149.7,32.6,6,1230.0,2,11
0,6.5,12.9,117.0,77.6,4,434.0,6,11
1,7.8,16.2,72.0,56.3,11,910.0,3,10
2,6.1,41.8,134.2,72.5,9,456.0,0,4
2,4.6,34.4,1.8,77.2,2,166.0,9,12
1,7.0,30.1,54.4,36.3,11,782.0,6,5
3,7.1,24.1,61.5,57.4,10,202.0,2,4
0,5.9,23.0,73.5,23.0,5,217.0,8,5
2,4.7,28.7,196.2,24.5,7,342.0,1,0
1,5.4,17.4,46.0,88.5,5,105.0,8,3
2,8.1,18.2,66.3,67.3,3,357.0,4,12
3,7.6,18.0,166.3,91.6,10,475.0,2,10
3,5.6,34.9,29.5,31.5,11,486.0,2,5
2,7.4,22.3,167.5,26.8,5,1055.0,2,0
0,4.8,22.5,98.0,66.8,5,324.0,8,9
1,5.9,19.9,170.1,81.1,8,543.0,9,5
3,6.7,29.3,116.9,25.1,1,846.0,1,7
1,5.5,24.0,53.4,75.1,8,1328.0,7,5
1,5.7,29.2,159.7,80.6,11,1317.0,4,5
2,8.2,39.3,44.7,91.3,3,623.0,4,3
3,8.2,18.1,20.1,65.9,2,1215.0,6,11
1,7.6,24.2,71.4,68.3,2,541.0,7,4
1,6.9,27.7,88.6,62.8,6,1456.0,1,7
1,7.0,23.6,66.4,75.5,6,121.0,8,5
1,6.2,39.1,58.2,21.3,6,1207.0,8,13
3,5.0,30.1,4.6,67.4,7,449.0,4,5
3,6.8,33.7,23.2,65.7,5,317.0,0,14
2,7.6,19.4,37.9,34.6,9,631.0,7,10
1,8.4,22.3,198.9,89.5,7,1022.0,7,0
3,6.7,18.7,96.6,22.9,11,1277.0,5,11
1,8.5,16.0,187.1,78.9,8,1270.0,1,1
1,6.8,29.5,26.2,85.5,2,95.0,7,2
0,6.7,16.2,106.4,21.6,11,1080.0,9,11
1,6.4,33.8,81.1,70.3,10,68.0,6,4
3,5.4,37.3,131.5,67.5,12,718.0,0,4
2,8.0,22.7,96.9,76.6,5,1287.0,4,3
2,5.1,31.1,189.9,70.1,9,780.0,4,4
3,7.7,40.6,48.2,41.5,12,1174.0,1,11
0,8.5,11.7,116.3,41.5,4,1073.0,1,3
3,4.6,39.0,102.8,89.5,11,229.0,7,0
1,8.2,15.4,90.6,52.3,6,1460.0,8,9
3,5.9,12.6,175.5,81.4,8,568.0,1,1
0,7.2,31.4,2.1,41.7,10,808.0,1,5
0,7.0,32.2,70.8,54.3,6,1077.0,1,2
3,5.1,16.1,99.1,41.0,8,908.0,6,0
2,4.6,39.9,104.5,82.7,3,349.0,0,12
3,5.5,21.6,137.6,78.6,7,62.0,1,0
3,6.8,32.9,10.8,58.7,2,51.0,1,2
2,6.8,40.8,48.4,69.7,9,1482.0,4,1
2,5.6,28.1,28.0,29.2,11,468.0,0,5
0,6.8,19.0,79.4,59.7,6,2.0,3,14
1,7.6,18.3,14.3,29.3,6,569.0,4,5
1,7.6,41.5,163.7,57.9,10,594.0,4,4
1,5.5,40.2,177.8,35.6,7,1385.0,0,0
3,6.5,28.5,165.1,41.5,2,1346.0,1,4
2,6.4,12.5,89.5,61.4,5,1208.0,6,3
1,7.8,33.4,167.1,52.3,11,1390.0,4,4
3,7.3,10.6,65.4,82.8,8,105.0,1,1
1,6.2,14.8,162.7,71.5,12,1372.0,4,8
3,4.9,26.5,25.4,48.0,9,384.0,8,5
0,5.7,35.5,23.0,83.7,10,1482.0,5,13
0,7.8,27.2,40.4,86.1,11,1471.0,2,10
2,7.8,16.6,199.5,82.9,8,913.0,6,0
3,8.3,37.9,167.1,77.9,6,170.0,2,12
0,8.3,12.7,125.3,50.0,10,667.0,6,11
0,6.2,25.4,11.6,50.1,6,691.0,7,8
0,5.4,33.2,0.9,22.8,1,428.0,7,2
2,7.7,24.2,120.7,90.7,4,535.0,8,3
1,7.4,22.8,174.4,27.7,7,891.0,6,12
0,6.1,15.9,159.2,71.8,3,939.0,3,10
2,4.6,32.3,103.9,38.1,2,684.0,5,12
2,7.1,25.8,131.3,88.8,5,934.0,0,0
1,7.7,34.9,159.9,34.5,8,30.0,5,12
2,5.8,40.1,46.4,45.7,3,372.0,5,12
2,8.4,15.8,113.8,37.3,3,46.0,6,0
3,5.4,23.2,134.1,63.1,3,1057.0,3,12
2,7.6,16.1,30.7,58.6,1,1049.0,4,10
0,4.7,16.6,50.3,35.7,4,952.0,1,11
1,4.8,24.1,18.2,84.7,2,619.0,8,1
1,5.6,30.3,55.9,36.4,12,496.0,8,5
0,4.9,20.6,171.0,88.3,5,508.0,8,14
3,7.0,25.3,111.4,78.2,11,864.0,3,7
2,5.8,38.9,180.6,40.0,1,1049.0,0,0
0,7.4,35.3,175.0,53.2,7,172.0,5,12
2,5.1,11.5,30.6,34.6,7,1050.0,3,1
3,6.6,31.0,66.9,66.0,7,311.0,2,0
1,6.4,25.3,61.2,54.8,8,738.0,1,5
3,6.9,26.2,197.8,45.5,6,1292.0,7,0
3,7.4,17.7,30.0,21.5,11,948.0,4,1
2,7.2,20.4,116.9,59.8,8,317.0,1,0
2,5.8,32.5,193.7,84.8,3,549.0,3,12
1,6.2,27.3,131.0,93.0,3,621.0,2,12
0,8.4,12.9,167.7,67.6,10,364.0,9,11
2,5.4,17.8,89.0,93.5,11,17.0,3,8
2,5.8,22.0,7.3,42.2,2,1053.0,8,12
2,7.9,30.4,17.6,42.8,10,583.0,4,14
0,5.0,27.8,193.8,39.2,10,1134.0,7,5
2,8.5,38.8,73.6,87.2,8,10.0,4,0
2,7.8,22.6,35.0,65.7,5,1323.0,5,3
3,4.6,12.7,142.1,28.0,4,52.0,3,0
3,8.3,34.7,88.1,44.2,10,950.0,5,4
0,6.3,14.0,197.8,61.8,7,479.0,3,5
2,5.2,41.9,131.2,81.7,10,759.0,8,4
1,5.7,14.7,38.9,91.1,11,1420.0,5,1
0,7.2,24.3,96.5,56.1,8,894.0,2,12
3,7.4,10.4,38.1,41.8,8,1089.0,6,1
3,6.2,27.1,51.9,86.0,10,714.0,9,5
1,6.4,11.3,8.1,21.6,7,1497.0,4,1
3,5.8,38.7,102.0,62.3,5,672.0,2,9
3,7.8,39.3,24.6,78.6,4,1296.0,9,3
3,7.5,31.7,22.5,49.4,8,569.0,8,5
0,7.9,26.6,97.4,71.1,4,126.0,4,3
1,5.4,39.4,91.4,30.4,4,939.0,3,3
0,8.3,40.3,95.9,20.7,10,1479.0,6,4
0,7.8,36.1,124.0,28.9,4,1438.0,3,12
3,7.7,26.9,186.9,28.5,6,1201.0,6,0
1,7.7,20.4,38.3,47.0,8,287.0,0,5
3,5.9,26.4,157.7,94.8,11,48.0,2,4
3,6.3,29.6,75.3,56.4,10,1230.0,7,10
1,4.6,39.5,131.1,42.9,1,283.0,6,4
2,8.1,11.4,105.2,51.9,11,715.0,3,1
2,6.6,32.5,76.2,66.0,9,1243.0,3,14
3,6.5,35.3,15.8,89.6,7,1368.0,8,12
0,7.5,39.8,166.2,75.4,2,333.0,1,4
0,8.0,41.7,112.1,54.9,5,201.0,4,13
1,8.2,27.2,12.9,72.8,8,1329.0,6,5
0,7.3,13.8,98.0,91.8,2,453.0,1,12
1,5.9,23.7,25.5,37.9,1,407.0,9,8
3,6.4,23.6,91.2,83.0,5,136.0,5,9
2,7.4,16.2,5.8,43.1,9,1498.0,4,10
1,7.3,31.5,24.8,23.6,11,539.0,0,5
1,7.1,20.6,191.8,80.0,1,790.0,3,4
0,6.9,15.4,16.3,38.9,8,681.0,5,10
1,6.8,11.0,112.3,44.0,8,671.0,3,1
0,7.8,20.4,176.8,86.6,4,61.0,3,0
0,8.2,22.3,176.3,56.0,1,1038.0,2,4
3,7.7,40.6,58.4,84.6,10,343.0,3,4
1,7.0,10.8,108.7,46.1,7,144.0,7,12
2,7.9,13.3,94.5,33.5,9,211.0,9,1
3,6.8,17.5,130.9,52.8,4,281.0,1,12
1,6.1,29.8,16.0,47.0,9,848.0,8,14
1,6.6,10.0,105.1,69.2,7,175.0,2,0
3,5.1,35.4,34.2,52.9,8,411.0,2,0
2,7.6,39.3,62.5,82.7,6,666.0,6,3
3,8.5,27.9,96.0,67.6,1,341.0,5,4
1,5.1,11.5,151.0,27.6,12,88.0,4,1
0,5.3,27.8,27.1,48.2,1,42.0,0,2
0,4.7,10.9,54.6,85.1,1,40.0,3,8
1,6.0,11.9,134.8,66.5,5,23.0,3,12
3,8.0,15.2,169.1,49.1,4,209.0,5,3
3,6.3,19.6,169.5,29.1,3,1226.0,5,12
1,7.6,28.8,48.5,52.5,2,781.0,2,10
2,8.1,41.6,85.1,82.4,4,66.0,2,12
1,7.2,30.0,113.9,70.8,11,93.0,5,4
2,5.0,39.3,166.8,54.0,10,500.0,9,4
2,6.9,18.2,149.1,46.0,12,722.0,6,1
2,6.7,30.4,37.5,80.8,11,818.0,5,5
2,8.2,35.2,150.7,32.3,3,463.0,9,12
1,6.9,19.7,100.1,78.2,7,1441.0,8,7
3,8.3,30.0,42.5,62.9,7,590.0,4,5
3,6.6,29.7,110.4,78.5,10,15.0,9,4
1,5.1,25.6,4.9,87.5,9,1265.0,4,14
0,5.3,20.3,23.9,92.1,5,1453.0,7,14
1,7.4,16.0,92.9,90.0,10,178.0,7,4
3,7.6,37.4,40.3,37.1,11,1339.0,1,10
0,7.8,33.2,19.0,83.7,11,299.0,2,10
0,5.1,15.0,186.4,65.6,3,572.0,4,11
0,6.1,12.9,157.4,53.9,6,340.0,5,8
1,4.8,26.7,12.9,68.2,3,1114.0,2,5
0,5.3,31.9,177.6,27.2,2,619.0,7,2
1,8.0,12.7,80.0,36.5,1,170.0,4,4
3,5.8,41.8,94.5,41.1,4,1156.0,8,0
1,5.8,34.1,89.1,21.3,7,360.0,1,0
3,5.1,17.8,47.4,31.8,7,1083.0,6,11
2,7.2,11.3,146.5,21.7,11,1041.0,6,1
1,5.2,21.1,111.7,23.1,5,713.0,2,9
1,5.5,31.6,2.5,31.1,2,780.0,0,2
1,5.7,37.2,1.5,43.9,1,711.0,9,4
0,5.8,36.4,176.4,75.8,1,854.0,2,4
2,6.7,21.9,186.0,75.5,9,1113.0,0,4
1,7.7,21.7,153.2,76.8,11,1048.0,8,10
0,4.7,19.2,90.0,80.9,3,68.0,3,12
0,7.7,13.9,31.6,84.4,3,568.0,6,11
0,6.6,33.4,80.2,45.7,8,261.0,7,12
2,5.9,24.8,43.6,76.3,11,918.0,3,5
2,7.9,15.4,132.8,85.9,1,1303.0,8,4
0,7.9,38.2,94.3,89.9,7,1237.0,4,13
0,7.0,33.4,40.5,64.7,5,1387.0,7,2
3,4.7,40.4,49.7,35.5,2,736.0,1,4
0,7.9,12.1,102.2,41.0,12,309.0,2,11
2,7.6,37.9,59.2,84.3,10,590.0,7,4
3,6.9,24.3,57.7,76.8,11,64.0,6,11
1,7.4,11.9,171.7,86.1,3,1337.0,6,1
1,5.9,39.6,51.6,61.7,8,729.0,8,13
2,5.7,40.0,72.2,40.5,8,1442.0,3,0
0,6.8,39.3,188.2,69.8,2,240.0,0,12
0,8.2,14.1,125.5,94.3,12,52.0,5,8
2,6.1,32.4,122.0,69.1,11,1137.0,4,4
3,5.7,39.3,88.8,93.1,11,496.0,0,4
0,4.9,37.9,90.3,27.9,12,1332.0,4,4
3,7.9,20.0,49.8,81.3,7,1105.0,9,6
3,6.9,38.8,156.4,61.5,8,835.0,7,12
1,7.9,38.8,69.4,45.7,5,816.0,4,3
1,7.7,24.8,54.2,32.0,7,769.0,5,5
0,4.8,15.3,143.9,23.4,7,1312.0,7,8
2,5.9,22.5,192.4,93.6,11,138.0,4,0
0,5.1,25.4,198.0,69.4,1,1495.0,3,4
3,8.4,13.2,111.5,54.7,6,262.0,6,0
1,5.0,21.8,151.6,75.0,6,39.0,0,0
1,7.6,15.6,68.3,69.4,8,75.0,8,10
2,8.1,11.4,16.5,71.5,2,1280.0,5,1
1,7.1,23.1,14.6,37.5,9,372.0,1,5
2,5.4,33.7,177.7,56.1,7,706.0,3,0
2,4.6,14.4,185.2,45.2,6,544.0,7,0
1,8.4,17.2,166.2,60.4,1,1160.0,9,1
0,7.0,17.9,9.5,78.5,4,301.0,1,11
2,6.8,18.8,163.3,47.1,9,1029.0,8,1
0,8.2,11.9,43.3,38.5,9,773.0,8,11
0,7.7,38.3,163.4,90.7,10,1472.0,1,13
1,5.7,17.1,103.8,62.1,3,1258.0,3,12
3,8.5,22.8,172.8,23.2,2,323.0,7,4
0,5.0,19.3,9.3,52.9,3,669.0,1,5
3,7.8,27.6,121.2,28.5,7,318.0,8,0
2,5.5,12.1,156.4,92.0,3,1088.0,4,12
3,8.2,24.1,39.5,89.5,6,400.0,8,3
2,8.2,41.6,178.8,73.0,9,1422.0,5,0
2,6.1,28.6,131.1,48.0,7,647.0,2,0
0,5.0,40.5,76.8,47.5,1,393.0,3,2
1,6.7,28.6,186.6,86.6,4,530.0,5,3
1,5.0,36.3,152.6,66.1,7,655.0,0,0
1,6.7,18.0,81.6,25.5,4,523.0,3,7
2,4.6,27.1,93.2,77.4,8,390.0,3,0
3,7.3,13.0,182.9,57.8,1,1362.0,0,1
2,4.8,30.9,188.2,81.3,4,1064.0,7,0
1,8.0,38.3,37.2,80.2,2,233.0,5,13
2,8.3,30.2,93.7,41.0,7,494.0,7,0
0,8.2,38.9,181.6,86.7,2,996.0,1,4
0,7.2,35.4,79.9,63.8,4,690.0,1,13
3,5.1,36.3,35.8,34.4,1,1295.0,1,4
1,8.4,32.3,164.3,40.2,9,1285.0,7,4
1,6.0,15.1,29.0,88.3,5,1464.0,1,11
0,6.8,28.5,161.0,86.1,10,1076.0,4,5
2,7.6,18.3,96.0,31.3,8,1207.0,0,10
1,4.7,12.4,174.3,92.9,5,1301.0,7,1
1,5.0,19.5,129.1,65.3,12,17.0,9,8
2,5.2,19.9,153.6,39.7,6,875.0,9,0
3,6.6,32.3,193.5,30.0,6,1444.0,9,0
3,8.2,14.5,178.4,86.8,8,994.0,9,1
2,6.8,22.5,116.6,69.0,2,971.0,3,12
2,7.2,37.8,139.1,85.3,6,817.0,4,12
0,8.0,24.8,37.7,21.3,12,481.0,4,10
2,7.8,31.9,9.1,28.1,9,263.0,2,14
1,7.9,39.2,32.8,37.4,6,617.0,8,13
0,7.1,12.1,58.9,90.6,3,442.0,8,11
3,5.5,21.8,79.2,38.8,2,671.0,0,4
0,6.8,22.5,155.8,59.5,8,882.0,2,14
3,5.2,23.4,13.0,26.4,5,293.0,8,14
1,4.9,37.1,87.8,41.7,3,1150.0,7,12
3,6.9,11.3,43.1,81.2,3,788.0,0,11
2,6.5,35.1,124.2,70.5,10,322.0,6,4
2,6.7,31.5,40.8,75.3,6,647.0,5,3
2,7.9,41.0,100.2,89.0,10,1318.0,1,4
0,5.2,25.0,134.9,74.2,1,319.0,1,2
1,4.7,16.5,16.2,35.8,4,282.0,4,1
3,6.5,13.8,154.1,56.0,6,1338.0,9,8
1,7.9,40.8,19.6,34.8,9,326.0,7,14
2,7.3,13.5,175.5,82.3,4,148.0,6,12
3,7.9,20.5,81.5,22.8,5,1038.0,0,9
0,6.9,18.6,87.4,81.7,11,896.0,1,10
0,5.8,16.2,3.9,37.7,12,1018.0,8,8
0,4.9,36.2,34.9,44.9,9,672.0,8,13
1,7.7,36.9,35.4,62.4,7,91.0,1,13
0,8.2,19.8,137.8,23.8,10,643.0,3,10
0,5.1,40.1,87.9,27.1,9,571.0,2,7
2,6.9,15.4,7.4,40.8,9,546.0,1,1
2,4.6,27.8,97.1,46.6,9,447.0,5,0
1,4.7,13.5,56.0,65.4,4,876.0,9,11
2,4.9,36.5,172.0,46.6,11,515.0,2,0
0,6.3,36.7,197.8,92.8,1,1028.0,6,4
1,6.1,10.4,49.3,46.1,11,1306.0,8,1
2,5.5,24.8,97.7,53.6,10,262.0,9,0
2,6.3,41.8,160.4,91.5,11,179.0,2,0
0,8.3,34.7,49.2,80.4,5,33.0,8,13
0,7.9,36.3,121.9,27.2,7,601.0,4,13
2,6.6,12.7,18.0,88.5,11,1057.0,0,1
3,6.3,31.8,36.0,77.3,2,1021.0,3,2
1,7.3,33.7,8.5,72.6,10,671.0,9,14
0,7.3,40.4,71.1,27.8,9,844.0,5,13
3,7.5,39.2,51.0,41.0,9,1000.0,0,14
3,6.7,16.6,75.5,36.4,1,621.0,0,1
1,6.7,21.2,17.3,73.7,10,850.0,1,1
0,6.9,20.6,75.3,34.2,10,1024.0,1,7
3,6.1,10.9,78.3,57.0,1,484.0,8,4
1,5.0,16.6,197.4,33.4,5,944.0,8,8
2,7.0,25.0,25.8,86.4,10,1488.0,4,1
3,5.3,35.8,146.0,23.6,2,1296.0,8,12
1,4.9,22.0,97.5,49.6,11,764.0,2,1
1,5.8,24.5,85.0,94.6,4,730.0,8,9
0,5.4,41.5,31.0,89.0,3,471.0,7,12
0,4.8,40.2,77.7,68.9,1,19.0,0,4
3,6.1,11.7,101.6,59.3,2,88.0,7,4
1,6.3,27.8,140.4,93.7,12,847.0,7,4
3,5.4,32.3,177.7,29.8,6,816.0,8,0
2,6.6,39.9,15.4,31.4,2,56.0,9,4
2,7.4,13.6,17.5,35.6,1,1264.0,4,1
1,7.2,35.7,4.9,94.4,7,1491.0,3,13
2,7.5,24.2,195.3,20.6,12,517.0,8,4
1,6.5,39.6,12.1,54.3,5,190.0,9,14
0,8.5,35.7,188.0,51.9,1,202.0,6,4
2,8.0,40.7,36.3,50.3,2,957.0,7,3
0,6.6,19.7,180.6,89.4,6,625.0,7,8
1,5.0,39.6,178.3,91.0,12,1319.0,4,13
0,5.4,12.3,141.0,21.9,11,974.0,4,11
3,7.4,13.8,156.7,75.6,11,700.0,8,1
0,6.3,37.2,4.9,70.1,12,1178.0,6,13
0,8.1,21.7,129.1,60.6,2,95.0,2,4
0,8.5,40.9,113.1,54.0,3,315.0,0,12
0,5.9,11.1,66.7,68.6,8,1481.0,9,11
0,6.7,16.9,83.0,43.9,6,256.0,5,8
3,5.2,17.9,72.2,66.3,2,1066.0,9,1
2,5.7,23.3,5.8,87.9,8,133.0,2,5
1,5.0,37.0,104.1,28.7,5,254.0,8,0
3,7.2,24.4,99.1,53.2,11,1183.0,2,1
2,8.2,23.0,10.2,23.2,8,1366.0,7,1
3,7.7,20.5,63.1,62.3,9,1123.0,1,10
1,5.6,38.2,131.0,87.2,5,996.0,8,13
0,4.8,27.3,180.9,62.6,7,1380.0,6,13
0,7.5,37.7,122.2,25.5,8,651.0,5,13
2,5.3,15.9,102.1,57.7,4,1034.0,1,3
3,7.0,25.5,176.7,66.5,8,56.0,4,0
2,5.5,19.3,42.5,52.8,10,9.0,8,5
1,7.1,28.7,132.7,92.2,11,956.0,7,10
2,6.3,29.0,181.4,40.3,6,717.0,0,0
0,7.5,27.6,41.0,72.8,11,290.0,0,10
0,7.0,14.5,56.0,44.3,2,1240.0,3,11
3,6.0,23.2,148.4,48.6,12,635.0,0,1
2,6.2,25.7,114.8,21.1,1,571.0,5,4
3,7.7,26.4,149.0,73.8,11,992.0,4,10
1,5.9,20.0,46.1,83.8,8,1060.0,7,5
0,8.0,30.4,152.4,93.8,12,302.0,7,4
0,8.3,29.0,101.8,61.4,8,409.0,9,12
0,8.1,20.0,84.5,43.7,7,1021.0,0,7
0,6.3,13.2,39.8,64.0,10,783.0,3,8
0,7.6,25.8,31.1,87.1,7,180.0,1,2
2,8.2,21.6,23.3,26.1,7,414.0,7,0
3,8.1,20.7,135.8,84.0,6,191.0,8,0
2,6.5,39.0,108.1,52.5,3,883.0,8,12
1,7.3,18.2,11.2,69.7,10,613.0,6,1
0,5.1,31.3,57.8,71.5,3,92.0,1,12
2,8.0,21.3,86.2,38.7,3,1159.0,1,3
1,5.2,26.5,111.8,79.3,12,892.0,7,7
3,6.2,25.9,84.7,73.4,1,347.0,9,7
1,5.5,29.2,111.8,45.7,12,1275.0,0,5
1,8.3,41.0,92.9,39.1,2,981.0,0,12
3,7.6,15.4,100.1,40.7,2,1010.0,3,4
3,7.9,25.7,53.7,60.2,12,986.0,6,10
0,4.6,24.4,105.4,36.5,2,169.0,2,4
0,4.7,18.5,35.8,21.1,12,300.0,3,5
2,8.1,16.9,156.2,76.5,10,1466.0,1,1
1,5.1,31.9,42.6,66.1,6,591.0,2,5
2,4.5,10.8,15.5,44.7,1,630.0,0,1
2,5.3,32.9,196.1,91.0,12,959.0,5,4
0,4.8,33.9,139.3,65.2,11,993.0,8,0
3,6.3,40.5,82.4,87.2,1,263.0,7,12
2,5.8,21.4,116.7,85.3,9,1370.0,6,0
0,8.1,15.0,138.4,21.7,11,150.0,3,11
1,5.5,10.4,115.6,47.8,4,373.0,9,3
1,6.6,30.0,176.1,51.7,9,569.0,8,4
1,5.3,12.9,127.9,21.6,5,1279.0,1,1
2,5.9,26.8,11.0,21.5,11,213.0,3,5
2,7.5,12.2,130.9,63.7,4,294.0,0,12
2,4.7,36.9,197.0,50.5,12,248.0,2,0
0,7.0,15.9,168.3,49.8,8,503.0,7,10
0,7.3,33.7,92.8,32.6,12,702.0,7,4
3,8.1,18.4,16.0,78.3,7,386.0,8,5
3,6.2,18.5,185.6,69.0,10,1191.0,5,1
1,7.5,17.0,137.7,37.7,9,479.0,6,4
0,7.0,32.3,55.6,93.6,5,975.0,0,14
0,4.5,30.0,50.3,23.0,12,1387.0,0,8
0,7.1,33.2,155.3,89.2,12,466.0,7,4
1,4.6,13.8,8.3,93.2,12,102.0,2,8
0,7.8,31.4,150.9,83.2,12,571.0,6,2
2,8.2,28.2,15.6,71.0,5,307.0,4,9
0,5.4,17.7,40.5,59.9,8,212.0,1,8
0,7.4,21.8,140.7,79.0,2,1294.0,1,4
1,5.5,15.0,89.5,93.9,2,996.0,4,1
0,7.8,30.9,93.6,33.3,6,631.0,6,13
2,6.2,23.9,184.0,69.0,10,424.0,7,4
2,6.6,19.4,174.5,55.0,5,213.0,9,0
2,5.4,25.1,144.7,44.3,2,1119.0,4,12
3,7.1,11.7,37.4,91.7,8,419.0,4,1
1,6.9,31.6,26.7,58.6,2,942.0,8,2
2,5.5,15.4,159.3,26.1,8,804.0,7,0
0,8.0,16.9,188.7,24.8,3,927.0,8,10
3,6.2,11.8,104.7,39.0,12,1399.0,3,1
1,6.8,29.9,95.4,28.2,12,1164.0,6,7
2,5.6,32.3,56.8,74.2,12,870.0,9,0
3,5.5,11.7,172.7,29.2,3,526.0,9,12
2,8.3,16.5,29.2,40.6,10,1233.0,9,1
3,5.4,29.4,115.4,90.5,5,592.0,7,9
0,8.2,13.1,193.2,39.4,9,327.0,3,11
2,7.4,17.9,166.2,76.5,1,1450.0,5,4
0,8.3,17.9,43.1,50.9,10,883.0,2,11
0,7.5,31.0,93.0,32.7,7,1091.0,3,13
0,5.3,31.2,20.4,87.2,11,1397.0,4,5
3,7.9,19.9,174.4,41.9,9,1391.0,9,10
1,5.8,14.1,175.8,60.8,12,145.0,3,8
2,7.8,14.0,168.5,22.9,7,218.0,7,0
0,4.8,22.4,31.2,70.3,3,1172.0,1,5
3,5.4,12.7,161.7,88.4,5,244.0,7,0
1,7.6,39.1,107.4,74.5,5,413.0,8,3
2,4.7,21.2,125.2,46.8,12,1278.0,0,4
