crop,soil_type,soil_ph,avg_temperature,rainfall_7day,humidity,area_acres,elevation,state,month,yield_per_acre
1,1,7.6,34.8,18.4,34.2,16.9,554.0,9,2,0.31
11,0,7.5,22.1,139.3,61.5,10.1,93.0,8,1,0.15
10,3,5.5,11.7,114.2,37.5,6.7,270.0,0,9,0.15
6,3,5.3,14.0,95.6,41.8,13.9,1090.0,7,11,0.1
2,1,5.7,24.1,45.9,54.6,13.0,147.0,4,11,0.32
5,0,5.4,22.7,72.5,71.1,13.6,301.0,9,7,0.8
13,0,7.7,27.4,119.9,90.4,14.1,1471.0,8,2,0.13
3,3,8.2,24.8,49.1,68.2,10.3,1264.0,0,7,0.45
5,0,8.0,41.7,191.6,57.4,14.9,1109.0,4,1,0.21
13,0,7.7,31.8,61.9,26.9,4.1,1043.0,3,11,0.12
1,1,8.3,17.9,51.7,78.8,7.6,1305.0,6,12,0.82
13,2,4.7,31.0,120.8,87.2,10.4,940.0,2,9,0.1
14,2,4.6,17.1,41.1,94.1,5.6,231.0,7,7,0.34
6,1,6.9,10.3,67.3,87.1,9.2,1045.0,4,12,0.19
11,3,5.4,27.8,78.5,86.2,2.6,8.0,0,3,0.1
0,0,6.8,20.6,141.0,50.5,1.6,148.0,0,11,0.48
14,0,7.2,29.1,46.0,23.2,2.1,1306.0,5,6,0.92
14,3,6.3,26.4,88.6,59.8,5.1,608.0,2,8,0.48
7,2,7.9,39.0,132.4,20.1,5.0,785.0,2,5,1.17
10,0,7.0,10.3,194.2,43.8,14.9,391.0,4,7,0.12
9,0,7.3,12.0,102.1,87.9,11.9,1137.0,4,7,0.31
11,3,5.1,22.7,179.0,53.4,19.8,276.0,4,7,0.11
11,1,8.3,34.2,183.5,35.4,2.7,846.0,2,12,0.1
7,1,7.0,27.1,79.5,56.2,15.0,730.0,4,4,4.02
0,3,6.8,28.8,35.0,61.4,6.8,423.0,8,10,0.9
14,1,4.9,25.7,101.9,44.5,5.1,1357.0,5,3,0.16
3,2,6.7,33.5,133.8,26.4,3.7,567.0,6,1,0.2
0,0,6.9,29.7,195.7,63.6,15.8,193.0,4,10,0.5
6,1,4.6,31.6,65.8,39.8,17.7,638.0,3,2,0.17
2,2,4.7,11.2,12.6,74.0,11.8,137.0,6,6,0.1
12,1,4.9,12.2,160.0,80.6,3.2,1030.0,3,1,2.22
0,2,6.2,29.0,174.3,84.1,16.8,547.0,3,3,0.63
0,1,7.9,36.8,86.1,25.9,13.5,449.0,2,1,0.75
0,2,5.7,36.8,20.6,35.2,10.3,1470.0,3,1,0.71
9,2,6.4,10.4,171.1,73.0,17.7,1469.0,9,7,0.35
3,2,7.5,16.6,141.0,29.0,18.4,1128.0,0,6,0.34
8,2,5.5,40.9,74.9,87.4,3.9,1073.0,9,2,0.57
9,2,7.1,20.7,143.5,37.0,2.9,544.0,5,4,0.71
7,2,5.0,41.4,52.2,23.5,19.1,820.0,2,7,2.12
4,3,6.7,21.4,185.1,81.5,9.3,657.0,2,11,11.22
7,0,5.5,28.7,40.5,63.3,3.0,1456.0,8,2,6.47
5,3,7.0,22.7,140.6,90.7,11.6,716.0,5,6,1.12
10,0,4.5,33.7,85.4,88.7,3.1,922.0,9,12,0.1
2,0,7.9,33.1,103.3,47.3,7.2,95.0,9,11,0.21
13,3,7.9,19.4,38.1,89.8,11.4,860.0,8,7,0.15
11,1,6.9,15.4,145.2,25.7,4.9,60.0,6,4,0.16
10,0,6.2,15.5,104.6,27.1,14.7,655.0,7,11,0.3
3,0,8.1,29.0,144.5,37.8,1.3,882.0,8,7,0.21
12,3,7.4,28.8,54.5,65.8,4.6,26.0,3,1,7.71
12,2,4.9,21.7,199.8,90.5,16.0,684.0,1,9,1.41
3,3,8.4,10.5,63.6,61.5,19.6,277.0,8,6,0.22
10,2,4.9,25.6,162.2,44.9,3.6,621.0,9,7,0.1
10,3,5.4,38.5,93.5,65.8,5.8,809.0,7,5,0.1
9,1,6.6,26.3,178.8,45.5,2.3,1319.0,1,2,0.48
5,3,5.8,34.6,163.4,34.8,16.7,412.0,6,12,0.7
14,0,6.6,24.7,135.0,87.2,13.8,471.0,7,5,0.52
8,3,7.9,15.6,5.0,39.7,3.4,1058.0,0,8,1.32
0,3,6.9,11.6,151.4,51.0,7.8,1460.0,3,12,0.32
9,2,6.3,35.7,157.3,71.2,12.5,545.0,9,12,0.35
13,2,5.5,21.6,70.3,49.2,6.2,323.0,8,4,0.1
1,2,6.2,31.1,74.3,89.6,15.7,278.0,0,12,0.35
4,1,6.9,32.4,106.1,39.3,15.0,1164.0,5,9,18.61
2,1,8.2,27.8,56.3,71.1,17.6,1478.0,7,4,0.19
8,1,7.0,11.2,152.5,54.2,8.0,331.0,9,1,2.32
2,3,7.0,41.3,25.3,40.7,10.9,133.0,3,10,0.22
1,2,8.1,39.3,7.1,79.0,1.3,260.0,3,8,0.17
11,3,5.2,37.8,157.9,56.7,5.7,677.0,9,10,0.12
14,2,4.9,40.6,85.8,92.2,8.6,20.0,1,7,0.11
3,2,4.9,32.0,178.7,71.5,12.5,1355.0,0,4,0.2
1,3,5.0,20.9,95.0,81.4,16.9,1030.0,0,12,0.34
5,2,6.1,23.2,155.3,64.5,15.2,64.0,8,2,0.5
7,0,8.4,15.0,105.4,67.7,15.4,761.0,9,10,2.06
13,1,8.3,31.6,12.8,62.7,3.3,890.0,8,7,0.34
13,3,6.0,33.3,110.5,33.3,16.7,640.0,5,7,0.25
11,3,5.4,19.0,156.5,37.3,9.8,1452.0,2,5,0.12
8,1,7.5,26.5,121.0,21.9,3.4,160.0,3,8,1.34
5,3,5.9,10.6,21.4,72.7,19.9,96.0,2,8,0.67
2,2,4.8,23.6,76.0,85.7,12.0,208.0,5,4,0.1
3,2,7.0,32.1,14.2,51.5,14.5,1395.0,3,3,0.33
10,0,4.6,41.6,27.0,75.0,7.0,75.0,3,8,0.1
6,3,8.2,27.4,84.0,34.5,4.7,1393.0,0,11,0.11
1,3,7.1,31.8,139.9,46.5,6.6,959.0,8,11,0.42
1,2,7.5,37.9,21.1,85.9,9.5,1188.0,0,4,0.39
5,0,7.1,25.1,173.6,51.8,8.5,1160.0,6,6,1.1
6,3,7.0,27.5,61.6,72.6,17.9,679.0,7,10,0.34
10,2,5.9,22.5,88.8,71.1,11.8,567.0,5,8,0.11
3,1,5.9,35.0,76.0,45.6,10.3,1371.0,2,2,0.25
5,3,7.6,16.6,77.0,29.4,4.0,324.0,2,2,0.34
9,3,6.3,20.5,167.8,47.0,10.2,366.0,9,3,0.51
10,1,7.7,25.5,105.3,43.0,11.5,368.0,9,7,0.14
7,1,7.0,39.9,65.9,84.1,12.8,1209.0,1,6,3.8
0,3,7.0,23.4,26.5,69.9,1.1,1337.0,6,9,0.94
13,1,4.8,10.7,175.8,31.2,13.4,1069.0,9,9,0.1
0,3,6.9,40.0,107.9,31.9,12.2,673.0,0,3,0.74
1,3,8.5,22.5,65.0,36.8,15.5,1175.0,0,6,0.24
8,0,6.2,37.6,135.4,48.7,8.8,1496.0,7,4,0.96
12,0,7.0,27.2,72.4,87.8,11.6,189.0,3,10,6.16
6,1,6.9,15.2,10.3,23.6,14.2,693.0,8,6,0.39
0,2,4.5,28.3,102.3,59.4,14.1,447.0,3,1,0.47
12,0,7.1,28.1,130.6,63.2,12.5,1340.0,2,3,9.77
1,1,6.4,26.7,137.2,69.8,0.8,255.0,9,1,0.38
2,0,4.5,34.7,137.2,67.3,5.6,698.0,5,11,0.12
0,0,8.1,37.6,14.3,52.5,15.4,338.0,8,12,0.3
6,2,5.7,41.0,104.1,72.6,17.0,5.0,4,11,0.1
5,2,6.7,29.2,198.0,41.4,12.4,68.0,9,2,0.51
10,2,5.7,31.6,88.2,57.4,13.9,1055.0,3,7,0.1
9,3,5.4,24.5,117.0,73.9,18.1,688.0,7,5,0.77
1,3,4.7,30.7,180.7,23.9,12.7,1144.0,7,10,0.25
5,2,8.0,21.1,135.8,68.4,13.6,794.0,9,3,0.4
13,1,7.3,29.4,38.4,41.7,1.7,854.0,7,7,0.41
3,3,4.7,28.1,63.0,20.9,1.8,593.0,9,10,0.2
11,1,7.9,17.5,110.2,38.7,14.9,1100.0,6,2,0.12
0,3,5.8,19.5,124.2,76.9,2.8,1152.0,1,9,0.45
2,1,7.7,19.7,144.3,91.4,8.4,341.0,4,12,0.17
8,3,6.4,31.0,173.7,31.4,14.9,609.0,1,3,1.39
6,3,6.6,15.9,47.3,39.9,10.9,1220.0,4,7,0.75
8,2,4.5,12.3,82.4,57.1,16.1,1301.0,4,5,0.92
12,1,7.6,15.9,154.6,52.1,17.1,747.0,8,11,2.07
2,1,8.2,17.6,133.7,53.6,7.4,1341.0,4,12,0.11
1,0,5.9,41.1,119.9,68.8,16.1,1454.0,0,5,0.14
2,1,6.7,26.7,68.8,35.2,18.2,665.0,4,1,0.73
14,0,5.1,27.8,49.6,21.0,17.5,1153.0,2,4,0.78
6,1,6.0,27.1,87.0,71.1,19.3,1422.0,3,8,0.38
4,2,6.8,30.7,100.4,25.0,9.9,1296.0,8,11,21.21
2,1,6.9,37.6,69.9,66.2,10.0,1480.0,4,11,0.32
1,3,6.4,20.6,43.6,82.6,9.8,870.0,4,11,1.47
9,0,8.3,34.2,80.9,33.8,12.6,1298.0,2,8,0.5
13,1,7.0,41.9,22.7,32.8,19.0,669.0,4,12,0.21
7,3,4.8,33.6,47.1,89.2,5.3,1165.0,9,8,2.75
8,3,7.3,27.4,150.3,81.3,10.1,564.0,7,12,2.78
2,1,4.6,17.6,106.0,93.2,0.8,1174.0,0,10,0.1
4,0,8.2,35.0,27.8,47.9,18.5,1296.0,5,11,6.75
8,2,5.1,23.3,71.1,68.8,5.2,718.0,1,9,1.79
4,0,5.7,24.7,31.8,44.5,7.5,1078.0,2,12,10.55
3,0,5.6,40.0,121.6,56.5,17.9,923.0,8,10,0.1
5,2,7.0,28.4,15.5,75.4,5.0,1186.0,1,10,1.49
10,1,7.8,40.9,89.3,63.9,14.0,981.0,0,4,0.1
13,3,4.9,36.9,95.1,26.1,2.5,358.0,6,3,0.1
1,3,7.6,27.1,162.6,25.2,10.2,458.0,1,11,0.57
8,0,7.1,14.3,195.7,81.6,15.2,968.0,4,10,2.93
8,3,4.6,25.0,179.0,64.2,13.1,1308.0,5,12,1.71
12,2,7.3,21.0,149.9,92.2,3.9,1462.0,0,7,7.98
10,1,8.4,13.1,45.4,51.2,7.2,616.0,8,8,0.1
1,1,7.9,37.6,60.2,52.5,11.3,472.0,2,1,0.2
12,1,7.1,24.0,173.2,84.8,9.0,1475.0,4,7,7.25
13,0,5.1,31.4,137.5,75.6,6.2,468.0,4,12,0.12
5,1,4.8,10.2,58.4,71.3,8.8,9.0,3,1,0.32
5,3,7.3,15.9,2.0,77.3,7.7,747.0,3,7,0.75
8,0,6.7,32.4,14.4,84.5,11.0,765.0,3,1,3.37
8,0,4.8,30.1,172.1,75.9,4.8,315.0,6,1,1.14
0,2,8.4,29.9,21.5,64.8,4.8,344.0,2,10,0.52
5,3,6.9,17.6,54.2,24.7,17.0,1106.0,6,1,0.61
11,3,7.4,38.1,172.8,64.7,9.4,297.0,0,1,0.1
5,2,6.6,25.2,63.0,33.1,14.5,529.0,8,6,1.44
14,1,6.1,31.3,60.5,56.0,2.1,456.0,6,10,0.85
13,2,5.1,17.2,50.2,28.8,17.8,786.0,5,2,0.1
0,0,7.6,13.7,77.2,39.6,11.3,1113.0,4,7,0.72
4,2,7.6,29.3,38.4,55.8,1.4,233.0,0,9,12.56
11,0,7.5,10.1,105.8,49.4,15.3,514.0,6,7,0.13
10,3,6.7,27.9,153.0,44.7,13.1,460.0,1,10,0.29
2,3,7.6,22.6,119.8,49.4,4.4,361.0,3,6,0.3
9,0,7.4,39.9,9.2,61.8,11.3,1356.0,7,6,0.63
7,2,8.2,25.7,133.3,41.2,7.6,51.0,3,3,0.98
8,2,8.4,36.4,150.3,73.2,13.2,1110.0,1,9,0.56
12,0,7.8,12.7,79.7,75.9,10.2,24.0,3,7,4.93
12,0,8.2,10.4,98.1,90.7,4.5,1492.0,5,1,3.97
4,1,7.5,28.4,67.9,67.8,14.5,1251.0,8,3,23.92
1,3,6.4,32.5,100.2,66.0,18.4,335.0,6,9,0.35
10,0,5.6,16.0,5.6,78.0,9.3,711.0,0,11,0.23
10,2,7.0,20.7,30.8,87.9,17.5,1179.0,7,10,0.55
4,3,5.7,38.9,132.4,42.9,18.3,838.0,5,1,13.23
4,1,7.1,18.4,85.4,92.3,3.6,87.0,9,5,12.59
10,0,5.9,35.7,56.8,84.0,8.6,195.0,0,3,0.1
14,3,6.3,18.6,188.3,46.4,14.5,145.0,6,12,0.27
13,1,4.9,29.9,92.5,84.3,11.5,1394.0,9,8,0.17
3,3,5.8,15.2,120.8,59.7,19.1,371.0,6,9,0.1
8,2,5.9,41.5,53.1,55.4,13.9,25.0,9,4,0.82
3,0,8.2,30.8,199.9,42.0,19.8,42.0,0,6,0.26
1,3,8.4,37.4,185.2,70.2,18.5,1104.0,0,8,0.17
2,0,4.9,18.7,24.2,66.2,5.0,1013.0,2,9,0.1
12,3,5.0,12.4,130.1,23.9,12.0,343.0,5,2,2.67
11,1,6.2,21.2,68.8,20.8,16.3,1447.0,0,6,0.14
6,2,7.2,19.2,40.8,80.1,4.3,1131.0,3,8,0.47
1,2,7.9,27.9,12.8,83.2,18.3,1371.0,7,10,0.81
6,2,7.7,20.7,41.1,22.6,8.0,1042.0,6,2,0.36
4,2,7.4,22.1,155.0,47.8,1.2,639.0,3,11,11.85
2,2,8.3,23.9,75.9,51.2,17.1,276.0,0,1,0.15
0,2,6.2,17.5,25.4,73.8,3.6,1420.0,5,5,1.18
0,3,4.9,26.8,94.4,92.5,5.9,907.0,2,2,0.78
9,2,5.4,37.5,103.6,59.8,1.3,578.0,7,11,0.32
6,0,8.1,19.8,178.2,67.7,3.8,414.0,3,10,0.1
2,2,4.9,30.5,103.8,22.5,14.7,870.0,5,12,0.16
4,0,6.1,41.7,7.2,77.2,17.7,883.0,0,10,9.39
14,1,6.9,38.0,192.0,87.9,16.0,1243.0,6,9,0.52
12,2,7.6,15.9,37.2,33.3,12.9,425.0,3,7,4.34
10,3,5.6,16.5,51.9,71.2,6.7,755.0,7,2,0.11
5,2,5.2,11.6,195.3,61.3,16.3,170.0,2,8,0.32
14,2,6.5,17.0,130.6,91.8,12.3,1138.0,8,8,0.35
1,2,4.5,28.9,56.9,85.6,12.4,684.0,8,5,0.16
4,3,4.6,17.2,16.2,75.2,19.1,1420.0,7,7,2.71
10,2,5.6,20.9,187.7,49.2,19.4,1431.0,6,12,0.15
11,1,7.1,37.9,74.4,86.2,18.1,537.0,4,12,0.11
13,2,4.8,41.4,81.0,25.5,16.0,278.0,7,12,0.1
12,1,6.4,11.7,5.6,31.6,8.4,1092.0,4,8,3.08
5,3,6.7,16.7,139.9,73.6,17.6,1334.0,0,9,0.73
9,1,6.9,11.9,174.3,42.7,13.5,1231.0,8,4,0.4
5,2,5.7,16.9,164.7,24.2,14.8,187.0,3,6,0.82
13,3,4.7,23.2,57.8,77.0,15.5,193.0,0,2,0.1
10,2,5.8,31.7,128.4,86.8,12.2,102.0,9,8,0.1
6,3,8.0,16.2,165.5,91.3,8.1,947.0,7,6,0.17
1,0,7.3,32.8,70.4,88.8,19.0,198.0,9,12,0.32
4,2,5.3,34.9,45.4,55.9,10.0,1071.0,9,2,18.42
8,3,6.4,26.4,90.9,93.6,17.9,870.0,5,8,1.69
9,1,5.2,25.6,195.3,36.9,1.2,223.0,1,5,0.72
6,1,6.1,34.6,134.7,36.9,14.2,502.0,4,11,0.17
5,1,5.7,30.5,87.4,55.3,13.2,891.0,9,12,0.84
7,3,8.0,27.8,21.5,22.0,3.7,1367.0,7,5,2.87
2,1,5.9,13.6,90.1,75.7,15.8,874.0,0,6,0.2
2,3,4.8,22.6,108.0,86.6,11.8,77.0,6,11,0.1
6,3,8.5,39.5,142.6,51.1,12.3,867.0,1,5,0.1
5,2,6.2,17.1,129.8,73.2,8.1,344.0,2,8,0.6
5,0,4.7,32.0,77.5,38.6,11.2,482.0,3,4,0.41
7,3,7.6,23.2,174.6,43.6,6.7,640.0,6,3,1.81
12,0,7.1,37.5,7.7,29.3,5.2,760.0,9,1,4.8
7,3,7.0,41.7,47.9,67.5,14.8,1359.0,6,1,4.71
1,3,7.0,41.0,146.8,83.7,6.4,1427.0,2,1,0.23
9,2,7.5,31.3,36.4,78.2,2.8,809.0,8,2,0.95
3,3,5.7,13.0,88.4,64.9,6.9,933.0,2,2,0.1
14,0,5.6,34.3,12.2,93.8,15.8,257.0,7,2,0.23
4,0,6.0,26.7,9.7,63.3,19.2,1205.0,3,3,9.51
9,1,7.4,21.0,175.3,86.4,4.3,169.0,3,11,0.5
1,2,5.5,39.9,38.3,22.6,6.2,837.0,8,7,0.37
7,2,8.4,41.6,148.0,23.6,6.3,1020.0,6,4,0.5
9,2,5.2,20.8,168.6,89.4,1.1,470.0,2,3,0.41
11,2,6.6,24.6,57.2,82.3,5.6,1424.0,7,1,0.13
8,3,5.7,39.6,161.6,91.8,4.5,560.0,9,4,0.68
2,3,6.0,35.2,78.2,59.9,0.7,478.0,7,8,0.29
14,3,6.4,10.7,2.6,52.3,17.0,758.0,5,11,0.23
3,0,6.7,19.1,61.8,25.2,11.3,52.0,7,11,0.25
9,1,8.1,25.4,169.5,57.7,12.4,253.0,4,7,0.67
4,3,7.4,17.4,17.9,50.4,2.3,338.0,5,6,5.86
11,2,4.6,33.2,148.2,74.5,5.0,1343.0,3,11,0.1
9,0,6.5,20.7,120.3,39.4,9.0,1024.0,6,3,0.43
10,2,6.5,10.9,79.0,90.8,16.5,935.0,5,2,0.11
2,1,7.7,33.2,32.2,56.7,10.5,914.0,5,2,0.84
10,0,7.7,28.6,131.2,90.1,8.3,1345.0,7,1,0.13
4,1,8.1,21.9,79.1,20.6,14.3,566.0,7,2,23.44
4,3,6.3,17.5,78.2,79.0,7.6,153.0,6,11,17.51
12,3,7.2,37.2,23.9,57.0,9.2,436.0,1,12,3.47
3,1,6.5,11.8,48.0,54.3,13.2,903.0,7,8,0.21
13,2,5.8,18.1,71.8,25.1,3.6,370.0,3,1,0.1
11,0,7.8,20.1,40.2,23.0,8.4,905.0,3,11,0.37
12,3,8.3,37.6,89.9,31.6,4.3,15.0,5,3,12.52
9,3,5.9,33.4,41.8,88.8,14.0,704.0,3,8,1.04
0,0,7.9,30.5,49.5,33.7,18.1,1435.0,1,10,0.74
11,1,4.5,23.9,110.1,55.9,3.8,208.0,7,8,0.1
8,3,5.5,33.3,146.2,45.9,6.3,37.0,2,7,1.58
3,2,7.8,40.3,75.5,75.1,17.0,1091.0,0,10,0.16
9,2,5.7,33.6,108.3,79.4,19.7,59.0,4,3,0.5
14,3,6.4,13.8,23.6,68.4,15.0,697.0,0,6,0.62
2,0,8.5,25.5,157.0,32.2,1.3,213.0,1,2,0.28
10,0,5.2,22.8,82.3,83.7,16.7,1023.0,2,10,0.25
10,1,7.4,12.9,193.7,52.4,5.8,165.0,8,1,0.12
0,0,4.6,29.4,22.1,56.6,17.2,1249.0,4,5,0.58
4,0,7.4,33.8,189.6,63.4,6.6,500.0,6,7,6.18
2,0,6.6,13.2,37.9,58.4,11.8,747.0,6,9,0.26
4,3,6.3,10.7,56.4,38.2,17.3,337.0,7,8,6.51
11,3,4.8,10.9,161.8,68.2,15.8,526.0,6,12,0.11
7,0,5.3,30.5,125.7,90.2,14.9,736.0,5,12,2.22
7,0,8.0,39.1,40.2,90.9,8.6,1227.0,7,2,1.96
14,1,7.9,41.3,46.1,79.4,10.0,908.0,3,3,0.24
7,1,5.6,21.8,162.7,59.7,13.4,418.0,5,11,3.05
3,0,7.9,14.1,125.9,86.5,1.9,1179.0,4,6,0.17
10,3,5.8,18.4,55.6,68.5,0.5,318.0,3,5,0.11
14,0,7.1,36.6,87.5,91.4,18.5,615.0,2,9,0.38
10,2,6.9,10.1,159.7,74.3,19.7,823.0,8,6,0.1
4,1,6.5,26.9,17.2,35.1,16.6,920.0,6,2,13.88
11,2,6.1,11.2,133.2,69.1,8.2,546.0,7,6,0.13
13,1,7.6,27.2,32.5,54.0,9.3,954.0,1,1,0.17
3,2,5.4,15.2,73.1,75.5,6.6,887.0,0,10,0.12
7,3,7.6,32.3,179.7,67.6,11.7,1002.0,9,5,2.6
13,2,5.5,38.1,123.7,64.3,15.8,764.0,6,6,0.23
5,3,7.6,31.1,72.6,81.9,15.0,1310.0,8,5,0.61
11,1,5.3,11.3,152.3,21.8,5.7,563.0,3,4,0.11
6,1,8.1,20.8,82.4,37.8,13.1,1362.0,1,5,0.19
3,1,8.1,24.9,50.0,34.4,5.2,20.0,7,6,0.65
5,0,5.6,27.2,21.4,68.5,5.6,1039.0,7,12,1.16
11,3,4.7,37.9,173.2,70.4,19.6,546.0,2,9,0.1
9,1,7.2,35.1,0.8,53.5,11.9,456.0,3,6,0.75
0,3,5.2,14.2,47.1,76.7,6.2,727.0,9,2,0.53
5,3,5.2,39.9,175.7,51.6,6.6,224.0,9,12,0.37
5,3,6.3,13.9,1.5,94.8,9.4,556.0,3,6,0.82
7,2,7.2,12.9,30.6,36.5,6.1,258.0,8,11,2.34
6,1,7.7,25.9,149.1,79.6,9.7,878.0,4,8,0.27
7,0,4.7,20.0,142.7,90.9,4.9,290.0,9,4,1.28
2,3,4.9,29.5,61.0,61.1,4.1,1308.0,1,12,0.26
4,1,5.6,10.6,15.7,74.4,0.7,878.0,3,1,5.5
5,0,6.7,32.3,19.5,58.4,4.3,849.0,7,1,0.59
6,1,8.2,28.5,139.4,40.6,11.7,981.0,2,4,0.12
12,3,5.4,40.3,133.2,28.9,6.1,345.0,9,7,7.24
11,3,6.3,12.0,30.0,69.0,10.3,1241.0,1,9,0.45
11,1,5.9,12.6,125.2,89.6,10.1,555.0,9,7,0.13
9,2,8.3,19.4,141.3,54.9,16.8,845.0,3,11,0.31
5,1,6.2,37.5,133.4,86.3,17.5,1346.0,9,2,0.29
13,1,7.3,36.3,1.6,46.9,0.7,1318.0,0,1,0.15
12,0,5.7,38.8,176.3,26.2,9.2,816.0,7,9,1.75
3,1,5.7,33.4,65.5,67.7,5.5,728.0,8,2,0.25
8,2,5.8,13.7,169.9,66.5,14.7,655.0,5,9,1.91
10,0,7.1,12.2,184.0,38.0,8.7,489.0,5,5,0.11
0,0,7.8,18.2,94.9,78.2,15.2,646.0,5,2,0.41
7,0,5.2,11.3,140.8,32.4,13.1,1151.0,4,11,1.52
12,1,5.5,14.8,28.7,83.4,6.5,951.0,1,11,1.64
5,1,7.4,17.9,156.9,78.8,11.9,1299.0,4,12,0.72
3,3,7.0,37.9,1.0,80.0,18.5,1126.0,6,6,0.31
0,0,8.3,24.5,167.3,84.4,19.3,1325.0,6,3,0.35
6,0,7.9,38.2,43.6,44.4,10.0,207.0,4,6,0.28
12,0,4.6,26.8,103.6,90.8,1.8,592.0,8,2,5.69
1,2,5.0,31.7,150.9,40.7,5.2,1254.0,1,2,0.1
7,2,6.1,14.7,10.9,25.4,5.9,593.0,5,1,2.95
9,3,5.4,15.3,179.0,29.3,10.6,1332.0,1,9,0.3
7,1,5.6,14.3,117.6,70.3,2.9,338.0,0,2,2.74
7,0,7.5,24.0,111.6,68.3,14.8,702.0,2,10,4.05
14,3,8.1,27.0,164.0,62.7,13.6,637.0,2,12,0.15
4,2,7.3,41.8,19.6,24.9,8.5,720.0,2,5,5.32
4,2,7.9,28.3,186.4,83.4,16.3,558.0,1,10,11.43
2,2,6.2,16.0,30.6,31.3,17.2,1240.0,0,3,0.27
13,0,6.4,16.3,156.6,31.1,14.1,514.0,5,1,0.1
1,2,6.1,18.4,38.3,30.8,13.7,1127.0,4,12,1.42
6,2,6.0,39.4,156.4,42.8,19.4,1296.0,6,9,0.1
8,2,7.9,39.8,43.8,61.6,1.6,67.0,7,9,1.3
7,2,5.7,27.1,27.3,77.0,12.4,480.0,4,3,2.63
0,2,7.8,36.4,123.6,62.2,17.4,1462.0,7,6,0.95
8,0,7.8,39.3,107.9,73.8,17.7,1090.0,7,4,0.7
8,0,6.8,35.2,22.3,29.5,12.0,661.0,8,6,3.26
1,2,6.7,16.0,0.4,59.2,3.3,253.0,5,5,0.39
9,3,5.6,23.1,154.9,58.9,5.9,1118.0,5,9,0.51
4,1,7.4,18.5,37.6,48.4,8.3,712.0,7,6,8.28
3,2,6.8,18.6,21.2,31.7,19.2,642.0,4,12,0.26
12,1,6.4,21.7,157.4,35.5,14.4,963.0,2,9,4.06
1,0,7.9,35.8,54.9,45.4,9.3,1358.0,6,9,0.38
5,1,5.2,39.7,58.1,91.2,5.4,603.0,5,5,0.54
1,3,6.1,32.0,76.9,56.5,1.0,314.0,4,5,0.21
8,3,5.9,32.8,96.7,74.6,16.2,606.0,0,6,1.94
14,1,6.3,15.5,64.5,74.0,10.2,1311.0,6,4,0.54
6,2,6.5,34.4,22.7,46.9,17.8,1453.0,7,6,0.51
11,1,6.7,21.1,195.4,85.3,16.6,536.0,0,2,0.14
11,2,7.0,27.4,152.2,84.2,15.3,1233.0,1,3,0.1
5,3,5.3,30.0,154.3,91.0,2.4,279.0,1,1,0.38
14,1,6.1,16.5,52.8,32.5,15.8,249.0,6,9,0.78
13,2,4.8,23.5,18.3,68.7,2.6,233.0,6,5,0.26
13,2,7.9,18.1,51.6,77.6,9.3,787.0,6,9,0.1
12,2,6.0,35.1,160.8,46.0,11.3,1129.0,6,11,5.81
10,2,6.7,37.9,173.8,57.9,10.5,1318.0,8,6,0.1
10,3,7.5,18.3,166.8,80.1,19.7,1374.0,1,9,0.2
8,0,7.8,14.6,28.0,82.6,2.2,480.0,5,6,5.92
2,2,7.9,35.1,78.1,23.7,10.2,747.0,6,7,0.23
6,3,5.9,19.9,194.2,29.5,2.6,1091.0,9,8,0.22
3,2,5.0,21.2,76.3,63.7,16.9,1470.0,8,10,0.15
7,3,6.1,31.5,15.8,54.4,4.9,220.0,8,10,3.97
8,0,6.3,10.3,99.2,65.3,16.3,308.0,9,2,1.42
7,2,7.1,27.0,84.2,63.2,8.6,920.0,1,4,1.64
12,0,8.3,30.3,57.2,73.5,11.1,475.0,0,3,6.8
9,0,6.8,26.8,145.8,43.1,1.6,935.0,4,4,0.66
1,0,5.0,40.8,19.0,72.9,4.9,815.0,3,7,0.16
11,1,5.9,20.9,180.7,46.6,9.2,1133.0,7,2,0.11
4,2,5.3,17.9,171.9,93.6,19.0,608.0,5,10,9.72
10,0,5.3,28.5,187.9,56.0,8.2,1395.0,9,1,0.11
0,1,5.8,40.2,199.7,33.4,9.8,852.0,6,5,0.7
12,1,5.6,23.9,160.9,91.3,4.1,174.0,7,6,8.97
13,1,7.4,13.6,153.4,70.6,19.0,198.0,0,12,0.1
5,2,8.4,34.7,108.0,55.3,15.4,202.0,6,7,0.59
0,3,5.9,22.2,30.1,69.6,12.5,745.0,2,6,1.87
3,1,5.4,41.7,197.4,75.1,19.6,922.0,7,12,0.1
5,2,5.7,35.0,18.8,74.0,6.8,502.0,5,8,0.81
10,0,5.9,36.1,21.7,81.6,8.7,1232.0,0,10,0.22
10,2,4.5,40.6,183.1,20.3,5.9,1191.0,5,2,0.1
13,3,4.6,39.1,4.3,45.8,10.1,94.0,4,12,0.1
14,2,4.7,24.7,156.1,44.1,10.9,666.0,1,2,0.12
11,2,5.1,26.0,185.2,39.6,8.6,507.0,7,10,0.17
4,1,5.2,25.9,42.5,46.0,8.7,811.0,0,1,18.18
11,2,6.2,26.9,133.1,37.4,17.3,1044.0,8,7,0.1
6,2,7.8,41.3,111.3,94.9,12.3,1010.0,4,4,0.1
0,2,7.8,14.4,138.2,23.2,14.1,1397.0,2,9,0.27
